Select all keywords,Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (BRL),Com.,SF,Results,Updated
mesinha lateral para sala,mesinha lateral para sala​,IC,50,0,720,,n/a,n/a,22,0.57,1.00,5,121,1 month
mesinhas de canto para sala,mesinhas de canto para sala​,I,47,0,720,,n/a,n/a,18,0.31,1.00,8,196,1 month
mesinhas de centro,mesinhas de centro​,I,47,0,720,,n/a,n/a,20,0.62,1.00,8,196,1 month
mesinhas de centro para sala,mesinhas de centro para sala​,I,50,0,720,,n/a,n/a,18,0.31,1.00,9,193,1 month
mesinhas lateral,mesinhas lateral​,IC,52,0,720,,n/a,n/a,14,0.93,1.00,6,190,1 month
móveis para jardim,móveis para jardim​,IC,43,0,720,,n/a,n/a,28,0.93,1.00,5,8,1 month
olx cadeiras,olx cadeiras​,TN,39,0,720,,n/a,n/a,32,0.31,1.00,2,165,1 month
poltrona confortável para sala de tv,poltrona confortável para sala de tv​,IC,43,0,720,,n/a,n/a,20,0.57,1.00,9,187,1 month
poltrona de descanso,poltrona de descanso​,I,43,0,720,,n/a,n/a,25,0.93,1.00,8,215,1 month
poltrona de escritorio,poltrona de escritorio​,I,48,0,720,,n/a,n/a,14,1.14,1.00,6,193,1 month
poltrona em promocao,poltrona em promocao​,C,48,0,720,,n/a,n/a,31,0.31,1.00,5,195,1 month
poltrona gaming,poltrona gaming​,I,45,0,720,,n/a,n/a,21,0.41,1.00,7,185,1 month
poltrona grande,poltrona grande​,IC,49,0,720,,n/a,n/a,25,0.93,1.00,6,205,1 month
poltrona para o quarto,poltrona para o quarto​,IC,52,0,720,,n/a,n/a,21,0.41,1.00,9,196,1 month
poltrona para quarto pequeno,poltrona para quarto pequeno​,IC,46,0,720,,n/a,n/a,23,0.31,1.00,7,193,1 month
poltrona para sala de tv,poltrona para sala de tv​,I,42,0,720,,n/a,n/a,20,0.47,1.00,8,196,1 month
poltrona presidente,poltrona presidente​,I,48,0,720,,n/a,n/a,15,1.35,1.00,7,197,1 month
poltrona quarto de casal,poltrona quarto de casal​,I,43,0,720,,n/a,n/a,21,0.47,1.00,7,188,1 month
poltrona simples,poltrona simples​,I,55,0,720,,n/a,n/a,23,0.36,1.00,6,192,1 month
poltronas baratas sala,poltronas baratas sala​,C,48,0,720,,n/a,n/a,24,0.26,1.00,4,195,1 month
poltronas confortaveis,poltronas confortaveis​,I,44,0,720,,n/a,n/a,21,0.83,1.00,8,192,1 month
poltronas confortáveis para sala de tv,poltronas confortáveis para sala de tv​,I,43,0,720,,n/a,n/a,20,0.57,1.00,9,195,1 month
poltronas decorativas para sala,poltronas decorativas para sala​,C,42,0,720,,n/a,n/a,18,0.36,1.00,7,196,1 month
poltronas em promoção,poltronas em promoção​,I,51,0,720,,n/a,n/a,29,0.31,1.00,6,199,1 month
poltronas escritorio,poltronas escritorio​,I,49,0,720,,n/a,n/a,22,1.19,1.00,8,199,1 month
poltronas para sala baratas,poltronas para sala baratas​,C,47,0,720,,n/a,n/a,32,0.26,1.00,8,210,1 month
poltronas reclinaveis,poltronas reclinaveis​,I,41,0,720,,n/a,n/a,8,1.14,1.00,6,190,1 month
potrona,potrona​,C,47,0,720,,n/a,n/a,19,0.83,1.00,7,199,1 month
protona,protona​,C,50,0,720,,n/a,n/a,23,0.83,1.00,6,198,1 month
balcao para quarto,balcao para quarto​,IC,37,0,590,,n/a,n/a,25,0.52,1.00,5,187,1 month
balcão quarto,balcão quarto​,IC,42,0,590,,n/a,n/a,26,0.52,1.00,7,200,1 month
banco para quarto,banco para quarto​,I,46,0,590,,n/a,n/a,13,0.62,1.00,6,196,1 month
banco quarto,banco quarto​,I,47,0,590,,n/a,n/a,9,0.62,1.00,5,185,1 month
braço cadeira escritorio,braço cadeira escritorio​,C,48,0,590,,n/a,n/a,8,0.26,1.00,8,191,1 month
braço para cadeira escritorio,braço para cadeira escritorio​,I,48,0,590,,n/a,n/a,22,0.26,1.00,6,144,1 month
cadeira allegra fendi,cadeira allegra fendi​,I,52,0,590,,n/a,n/a,23,0.62,1.00,8,200,1 month
cadeira alta escritorio,cadeira alta escritorio​,IC,62,0,590,,n/a,n/a,21,1.35,1.00,7,191,1 month
cadeira azul escritorio,cadeira azul escritorio​,IC,51,0,590,,n/a,n/a,15,1.61,1.00,5,224,1 month
cadeira branca escritório,cadeira branca escritório​,IC,60,0,590,,n/a,n/a,20,1.09,1.00,6,189,1 month
cadeira cinema diretor,cadeira cinema diretor​,IC,50,0,590,,n/a,n/a,17,0.57,1.00,8,185,1 month
cadeira confortavel para trabalhar,cadeira confortavel para trabalhar​,I,64,0,590,,n/a,n/a,23,1.09,1.00,9,95,1 month
cadeira confortável para escritório,cadeira confortável para escritório​,IC,65,0,590,,n/a,n/a,26,0.98,1.00,8,190,1 month
cadeira de acrílico transparente,cadeira de acrílico transparente​,IC,45,0,590,,n/a,n/a,20,0.36,1.00,8,180,1 month
cadeira de consultorio,cadeira de consultorio​,IT,60,0,590,,n/a,n/a,13,1.09,1.00,6,191,1 month
cadeira de descanso para varanda,cadeira de descanso para varanda​,C,51,0,590,,n/a,n/a,25,0.36,1.00,7,224,1 month
cadeira de escritorio 150kg,cadeira de escritorio 150kg​,C,53,0,590,,n/a,n/a,18,0.88,1.00,5,217,1 month
cadeira de escritorio alta,cadeira de escritorio alta​,I,62,0,590,,n/a,n/a,16,1.14,1.00,8,194,1 month
cadeira de escritorio azul,cadeira de escritorio azul​,I,51,0,590,,n/a,n/a,19,1.19,1.00,4,10,1 month
cadeira de escritorio cinza,cadeira de escritorio cinza​,IC,64,0,590,,n/a,n/a,14,1.24,1.00,7,184,1 month
cadeira de escritorio sem rodas,cadeira de escritorio sem rodas​,IC,52,0,590,,n/a,n/a,15,0.88,1.00,6,187,1 month
cadeira de escritório confortável para coluna,cadeira de escritório confortável para coluna​,C,53,0,590,,n/a,n/a,11,1.14,1.00,9,185,1 month
cadeira de estudos para quarto,cadeira de estudos para quarto​,IC,58,0,590,,n/a,n/a,27,0.41,1.00,7,209,1 month
cadeira de jantar madeira maciça,cadeira de jantar madeira maciça​,I,52,0,590,,n/a,n/a,9,0.67,1.00,7,190,1 month
cadeira de jantar preta,cadeira de jantar preta​,IC,55,0,590,,n/a,n/a,17,0.73,1.00,8,195,1 month
cadeira de madeira antiga,cadeira de madeira antiga​,I,48,0,590,,n/a,n/a,31,0.16,1.00,6,194,1 month
cadeira de madeira moderna,cadeira de madeira moderna​,IC,51,0,590,,n/a,n/a,20,0.57,1.00,7,193,1 month
cadeira de madeira para sala de jantar,cadeira de madeira para sala de jantar​,I,56,0,590,,n/a,n/a,11,0.41,1.00,7,192,1 month
cadeira de madeira simples,cadeira de madeira simples​,I,55,0,590,,n/a,n/a,29,0.41,1.00,9,176,1 month
cadeira de mesa de cozinha,cadeira de mesa de cozinha​,I,53,0,590,,n/a,n/a,20,0.31,1.00,8,199,1 month
cadeira em acrílico transparente,cadeira em acrílico transparente​,IC,48,0,590,,n/a,n/a,16,0.52,1.00,6,185,1 month
cadeira ergonomica mesh,cadeira ergonomica mesh​,C,52,0,590,,n/a,n/a,13,0.93,1.00,6,194,1 month
cadeira escritorio alta,cadeira escritorio alta​,IC,61,0,590,,n/a,n/a,20,1.35,1.00,7,205,1 month
cadeira escritorio azul,cadeira escritorio azul​,IC,54,0,590,,n/a,n/a,13,1.61,1.00,6,220,1 month
cadeira escritorio gamer,cadeira escritorio gamer​,C,53,0,590,,n/a,n/a,36,0.88,1.00,7,195,1 month
cadeira escritorio usada,cadeira escritorio usada​,C,56,0,590,,n/a,n/a,21,0.41,1.00,6,174,1 month
cadeira executiva presidente,cadeira executiva presidente​,C,59,0,590,,n/a,n/a,7,1.30,1.00,8,188,1 month
cadeira gamer 200kg,cadeira gamer 200kg​,C,53,0,590,,n/a,n/a,27,0.31,1.00,7,189,1 month
cadeira gamer com apoio para os pés,cadeira gamer com apoio para os pés​,I,52,0,590,,n/a,n/a,23,0.47,1.00,8,185,1 month
cadeira gamer de tecido,cadeira gamer de tecido​,C,56,0,590,,n/a,n/a,21,0.41,1.00,9,191,1 month
cadeira gamer usado,cadeira gamer usado​,I,50,0,590,,n/a,n/a,25,0.10,1.00,5,169,1 month
cadeira gamet,cadeira gamet​,C,56,0,590,,n/a,n/a,41,0.93,1.00,7,5.5K,1 month
cadeira giratoria branca,cadeira giratoria branca​,I,56,0,590,,n/a,n/a,18,0.88,1.00,6,218,1 month
cadeira giratória de escritório,cadeira giratória de escritório​,I,59,0,590,,n/a,n/a,21,1.14,1.00,7,191,1 month
cadeira giratória presidente,cadeira giratória presidente​,IC,55,0,590,,n/a,n/a,10,1.35,1.00,9,192,1 month
cadeira jantar preta,cadeira jantar preta​,IC,58,0,590,,n/a,n/a,12,0.88,1.00,7,186,1 month
cadeira lisboa,cadeira lisboa​,IC,50,0,590,,n/a,n/a,4,1.30,1.00,6,170,1 month
cadeira madeira macica,cadeira madeira macica​,I,57,0,590,,n/a,n/a,17,0.67,1.00,8,197,1 month
cadeira madeira madeira,cadeira madeira madeira​,TN,58,0,590,,n/a,n/a,30,0.57,1.00,4,164,1 month
cadeira mesa escritorio,cadeira mesa escritorio​,C,62,0,590,,n/a,n/a,27,0.88,1.00,6,194,1 month
cadeira moderna cozinha,cadeira moderna cozinha​,I,52,0,590,,n/a,n/a,21,0.47,1.00,5,187,1 month
cadeira para cliente,cadeira para cliente​,I,50,0,590,,n/a,n/a,23,0.98,1.00,5,8,1 month
cadeira para escritorio confortavel,cadeira para escritorio confortavel​,IC,60,0,590,,n/a,n/a,30,0.88,1.00,7,197,1 month
cadeira para escritorio couro,cadeira para escritorio couro​,C,51,0,590,,n/a,n/a,9,1.45,1.00,4,190,1 month
cadeira para escritório simples,cadeira para escritório simples​,IC,59,0,590,,n/a,n/a,25,0.78,1.00,7,209,1 month
cadeira para loja,cadeira para loja​,C,62,0,590,,n/a,n/a,24,0.83,1.00,8,193,1 month
cadeira para quarto de menina,cadeira para quarto de menina​,IC,51,0,590,,n/a,n/a,26,0.47,0.99,10,195,1 month
cadeira para recepcao,cadeira para recepcao​,IT,52,0,590,,n/a,n/a,19,1.04,1.00,8,224,1 month
cadeira pequena,cadeira pequena​,I,63,0,590,,n/a,n/a,20,0.62,0.99,7,199,1 month
cadeira preta jantar,cadeira preta jantar​,IC,55,0,590,,n/a,n/a,12,0.88,1.00,7,191,1 month
cadeira preta para mesa de jantar,cadeira preta para mesa de jantar​,I,50,0,590,,n/a,n/a,13,0.57,1.00,8,221,1 month
cadeira quarto menina,cadeira quarto menina​,IC,51,0,590,,n/a,n/a,22,0.67,1.00,7,196,1 month
cadeira recepcao,cadeira recepcao​,I,52,0,590,,n/a,n/a,14,1.04,1.00,8,196,1 month
cadeira recepção escritório,cadeira recepção escritório​,IC,53,0,590,,n/a,n/a,15,1.19,1.00,6,178,1 month
cadeira secretaria fixa,cadeira secretaria fixa​,IC,50,0,590,,n/a,n/a,6,1.76,1.00,8,183,1 month
cadeira secretaria giratoria,cadeira secretaria giratoria​,I,53,0,590,,n/a,n/a,6,1.40,1.00,7,189,1 month
cadeira secretária,cadeira secretária​,I,59,0,590,,n/a,n/a,18,0.98,1.00,6,194,1 month
cadeira tela mesh,cadeira tela mesh​,IC,51,0,590,,n/a,n/a,12,1.24,1.00,7,196,1 month
cadeiras antigas,cadeiras antigas​,C,46,0,590,,n/a,n/a,21,0.21,0.97,6,197,1 month
cadeiras antigas de madeira,cadeiras antigas de madeira​,I,47,0,590,,n/a,n/a,26,0.16,1.00,7,205,1 month
cadeiras confortaveis para sala,cadeiras confortaveis para sala​,IC,55,0,590,,n/a,n/a,15,0.47,1.00,8,200,1 month
cadeiras de area,cadeiras de area​,I,50,0,590,,n/a,n/a,19,0.31,1.00,7,194,1 month
cadeiras de bancada para cozinha,cadeiras de bancada para cozinha​,IC,47,0,590,,n/a,n/a,25,0.36,1.00,7,235,1 month
cadeiras de cozinha avulsa,cadeiras de cozinha avulsa​,I,46,0,590,,n/a,n/a,21,0.31,1.00,7,188,1 month
cadeiras de descanso para varanda,cadeiras de descanso para varanda​,IC,51,0,590,,n/a,n/a,25,0.36,1.00,8,221,1 month
cadeiras de escritorio baratas,cadeiras de escritorio baratas​,C,59,0,590,,n/a,n/a,26,0.98,1.00,7,193,1 month
cadeiras de jantar estofada,cadeiras de jantar estofada​,C,51,0,590,,n/a,n/a,16,0.57,1.00,5,191,1 month
cadeiras de madeiras,cadeiras de madeiras​,I,55,0,590,,n/a,n/a,10,0.52,1.00,7,203,1 month
cadeiras de mesa,cadeiras de mesa​,I,59,0,590,,n/a,n/a,14,0.47,1.00,7,193,1 month
cadeiras decorativas,cadeiras decorativas​,IC,55,0,590,,n/a,n/a,20,0.41,1.00,6,198,1 month
cadeiras decorativas para sala,cadeiras decorativas para sala​,C,56,0,590,,n/a,n/a,18,0.36,1.00,8,203,1 month
cadeiras escritorio ergonomicas,cadeiras escritorio ergonomicas​,C,62,0,590,,n/a,n/a,24,1.55,1.00,9,185,1 month
cadeiras escritorio usadas,cadeiras escritorio usadas​,C,45,0,590,,n/a,n/a,15,0.41,1.00,6,172,1 month
cadeiras modernas de madeira,cadeiras modernas de madeira​,I,52,0,590,,n/a,n/a,14,0.57,1.00,7,191,1 month
cadeiras para bancada,cadeiras para bancada​,I,52,0,590,,n/a,n/a,25,0.41,1.00,7,231,1 month
cadeiras para escritorio ergonomica,cadeiras para escritorio ergonomica​,C,57,0,590,,n/a,n/a,24,1.55,1.00,7,192,1 month
cadeiras para escritorios,cadeiras para escritorios​,C,60,0,590,,n/a,n/a,23,1.30,1.00,7,194,1 month
cadeiras para home office,cadeiras para home office​,C,57,0,590,,n/a,n/a,19,0.93,1.00,10,184,1 month
cadeiras para jardim externo,cadeiras para jardim externo​,IC,51,0,590,,n/a,n/a,25,0.52,1.00,7,200,1 month
cadeiras para mesa cozinha,cadeiras para mesa cozinha​,IC,54,0,590,,n/a,n/a,26,0.41,1.00,6,10,1 month
cadeiras para recepcao,cadeiras para recepcao​,IC,49,0,590,,n/a,n/a,4,1.04,1.00,6,177,1 month
cadeiras para sala de jantar promoção,cadeiras para sala de jantar promoção​,I,53,0,590,,n/a,n/a,11,0.41,1.00,7,191,1 month
cadeiras para sala de reuniao,cadeiras para sala de reuniao​,IC,50,0,590,,n/a,n/a,5,2.59,1.00,8,168,1 month
cadeiras para sala de reunião,cadeiras para sala de reunião​,I,46,0,590,,n/a,n/a,12,2.59,1.00,7,177,1 month
cadeiras para varanda de apartamento,cadeiras para varanda de apartamento​,I,51,0,590,,n/a,n/a,22,0.41,1.00,8,190,1 month
cadeiras presidente,cadeiras presidente​,I,56,0,590,,n/a,n/a,22,1.04,1.00,8,194,1 month
cadeiras pretas para mesa de jantar,cadeiras pretas para mesa de jantar​,C,47,0,590,,n/a,n/a,22,0.47,1.00,7,196,1 month
cadeiras reforçadas,cadeiras reforçadas​,IC,49,0,590,,n/a,n/a,14,0.47,1.00,7,232,1 month
cadeiras sala jantar,cadeiras sala jantar​,C,56,0,590,,n/a,n/a,14,0.78,1.00,8,192,1 month
casa das poltronas,casa das poltronas​,C,49,0,590,,n/a,n/a,18,0.93,1.00,7,170,1 month
centros para sala,centros para sala​,I,42,0,590,,n/a,n/a,23,0.26,1.00,8,191,1 month
comprar cadeira,comprar cadeira​,T,61,0,590,,n/a,n/a,44,1.19,1.00,6,203,1 month
comprar cadeira de escritorio,comprar cadeira de escritorio​,T,62,0,590,,n/a,n/a,24,2.07,1.00,6,197,1 month
encosto cadeira escritorio,encosto cadeira escritorio​,IC,52,0,590,,n/a,n/a,19,0.31,1.00,8,214,1 month
encosto de cadeira escritorio,encosto de cadeira escritorio​,IC,49,0,590,,n/a,n/a,8,0.26,1.00,9,225,1 month
ergonomicas,ergonomicas​,I,40,0,590,,n/a,n/a,28,2.23,0.04,6,190,1 month
jogo de cadeira de madeira,jogo de cadeira de madeira​,C,53,0,590,,n/a,n/a,11,0.41,1.00,5,211,1 month
jogo de cadeiras de madeira,jogo de cadeiras de madeira​,IC,50,0,590,,n/a,n/a,7,0.41,1.00,6,202,1 month
jogos de cadeiras para cozinha,jogos de cadeiras para cozinha​,I,44,0,590,,n/a,n/a,14,0.26,1.00,5,215,1 month
kit cadeiras para escritorio,kit cadeiras para escritorio​,I,57,0,590,,n/a,n/a,11,1.30,1.00,5,203,1 month
kit de cadeiras para cozinha,kit de cadeiras para cozinha​,IC,47,0,590,,n/a,n/a,18,0.31,1.00,7,204,1 month
madeira madeira poltrona,madeira madeira poltrona​,N,55,0,590,,n/a,n/a,25,0.52,1.00,6,169,1 month
melhor cadeira ergonômica para coluna,melhor cadeira ergonômica para coluna​,C,47,0,590,,n/a,n/a,12,0.78,1.00,8,168,1 month
melhor cadeira para gamer,melhor cadeira para gamer​,C,47,0,590,,n/a,n/a,22,0.57,1.00,8,171,1 month
mercado livre cadeira de escritorio,mercado livre cadeira de escritorio​,IT,53,0,590,,n/a,n/a,44,0.67,1.00,4,161,1 month
mesa de canto cozinha,mesa de canto cozinha​,I,48,0,590,,n/a,n/a,25,0.57,1.00,9,219,1 month
mesa de canto redonda,mesa de canto redonda​,I,49,0,590,,n/a,n/a,21,0.57,1.00,7,221,1 month
mesa de canto sofa,mesa de canto sofa​,I,48,0,590,,n/a,n/a,24,0.62,1.00,9,191,1 month
mesa lateral sala,mesa lateral sala​,IC,50,0,590,,n/a,n/a,19,0.98,1.00,7,197,1 month
mesa para sala de estar,mesa para sala de estar​,IC,46,0,590,,n/a,n/a,20,0.47,1.00,8,190,1 month
mesa para salas,mesa para salas​,IC,47,0,590,,n/a,n/a,26,0.52,1.00,8,191,1 month
mesas laterais,mesas laterais​,IC,51,0,590,,n/a,n/a,17,0.93,1.00,6,192,1 month
mesinha centro sala,mesinha centro sala​,IC,41,0,590,,n/a,n/a,21,0.52,1.00,6,195,1 month
mesinha de canto de sala,mesinha de canto de sala​,I,53,0,590,,n/a,n/a,15,0.41,1.00,8,192,1 month
mesinha de sala de canto,mesinha de sala de canto​,I,46,0,590,,n/a,n/a,18,0.31,1.00,8,194,1 month
mesinha lateral cama,mesinha lateral cama​,I,53,0,590,,n/a,n/a,27,0.73,1.00,6,195,1 month
mesinha redonda de canto,mesinha redonda de canto​,I,49,0,590,,n/a,n/a,19,0.57,1.00,7,202,1 month
modelo de cadeira em madeira,modelo de cadeira em madeira​,IC,52,0,590,,n/a,n/a,19,0.47,1.00,7,187,1 month
modelo de cadeiras de madeiras,modelo de cadeiras de madeiras​,I,53,0,590,,n/a,n/a,22,0.47,1.00,8,197,1 month
modelo de cadeiras madeira,modelo de cadeiras madeira​,IC,53,0,590,,n/a,n/a,20,0.47,1.00,6,189,1 month
modelos cadeiras de madeira,modelos cadeiras de madeira​,I,50,0,590,,n/a,n/a,22,0.47,1.00,8,187,1 month
modelos de cadeira de madeiras,modelos de cadeira de madeiras​,I,56,0,590,,n/a,n/a,16,0.47,1.00,8,183,1 month
modelos de cadeira madeira,modelos de cadeira madeira​,IC,52,0,590,,n/a,n/a,22,0.47,1.00,8,188,1 month
modelos de poltronas,modelos de poltronas​,I,48,0,590,,n/a,n/a,23,0.36,1.00,6,122,1 month
modelos de poltronas para sala,modelos de poltronas para sala​,I,44,0,590,,n/a,n/a,24,0.41,1.00,9,189,1 month
móveis para varanda,móveis para varanda​,C,48,0,590,,n/a,n/a,17,0.83,1.00,8,189,1 month
olx cadeiras usadas,olx cadeiras usadas​,TN,38,0,590,,n/a,n/a,32,0.21,1.00,2,171,1 month
poltrona acapulco,poltrona acapulco​,I,48,0,590,,n/a,n/a,24,0.67,1.00,9,182,1 month
poltrona barata,poltrona barata​,C,41,0,590,,n/a,n/a,28,0.36,1.00,7,216,1 month
poltrona confortável para sala pequena,poltrona confortável para sala pequena​,I,46,0,590,,n/a,n/a,26,0.36,1.00,10,190,1 month
poltrona individual,poltrona individual​,C,45,0,590,,n/a,n/a,23,0.57,1.00,7,192,1 month
poltrona para sala simples,poltrona para sala simples​,C,51,0,590,,n/a,n/a,24,0.36,1.00,7,196,1 month
poltrona pequena para quarto,poltrona pequena para quarto​,IC,47,0,590,,n/a,n/a,26,0.31,1.00,8,191,1 month
poltrona quarto casal,poltrona quarto casal​,IC,44,0,590,,n/a,n/a,28,0.62,1.00,7,189,1 month
poltrona sala de jantar,poltrona sala de jantar​,I,49,0,590,,n/a,n/a,20,0.57,1.00,5,153,1 month
poltrona sofá,poltrona sofá​,I,51,0,590,,n/a,n/a,12,0.62,1.00,6,194,1 month
poltronas confortaveis e modernas,poltronas confortaveis e modernas​,IC,48,0,590,,n/a,n/a,16,0.67,1.00,8,193,1 month
poltronas e cadeiras,poltronas e cadeiras​,C,50,0,590,,n/a,n/a,13,0.83,1.00,6,194,1 month
poltronas modernas e confortaveis,poltronas modernas e confortaveis​,C,51,0,590,,n/a,n/a,19,0.67,1.00,6,192,1 month
poltronas para escritorio recepção,poltronas para escritorio recepção​,C,44,0,590,,n/a,n/a,15,1.04,1.00,4,177,1 month
poltronas sala de estar,poltronas sala de estar​,IC,52,0,590,,n/a,n/a,20,0.47,1.00,8,198,1 month
tela mesh,tela mesh​,C,34,0,590,,n/a,n/a,7,0.57,0.79,8,180,1 month
allegra cadeira,allegra cadeira​,I,54,0,480,,n/a,n/a,11,0.83,1.00,7,191,1 month
assento de cadeira escritorio,assento de cadeira escritorio​,IC,52,0,480,,n/a,n/a,19,0.21,1.00,6,242,1 month
assento para cadeira de escritório,assento para cadeira de escritório​,IC,51,0,480,,n/a,n/a,21,0.21,1.00,7,220,1 month
banco para o quarto,banco para o quarto​,I,47,0,480,,n/a,n/a,13,0.62,1.00,5,192,1 month
braco de cadeira de escritorio,braco de cadeira de escritorio​,IC,48,0,480,,n/a,n/a,13,0.31,1.00,6,193,1 month
braços para cadeira,braços para cadeira​,IT,47,0,480,,n/a,n/a,14,0.26,1.00,8,192,1 month
cabideiro de madeira de chão,cabideiro de madeira de chão​,IC,49,0,480,,n/a,n/a,15,0.36,1.00,9,192,1 month
cabideiros de pé,cabideiros de pé​,C,50,0,480,,n/a,n/a,25,0.31,1.00,5,5,1 month
cabideiros em madeira,cabideiros em madeira​,I,55,0,480,,n/a,n/a,17,0.57,1.00,6,194,1 month
cadeir,cadeir​,C,82,0,480,,n/a,n/a,18,1.35,1.00,5,194,1 month
cadeira 150kg,cadeira 150kg​,C,57,0,480,,n/a,n/a,25,0.73,1.00,7,234,1 month
cadeira alegra preta,cadeira alegra preta​,IC,50,0,480,,n/a,n/a,22,0.57,1.00,9,197,1 month
cadeira allegra nude,cadeira allegra nude​,I,47,0,480,,n/a,n/a,24,0.62,1.00,2,103,1 month
cadeira atendimento,cadeira atendimento​,IC,64,0,480,,n/a,n/a,16,1.50,1.00,6,198,1 month
cadeira brasil,cadeira brasil​,N,61,0,480,,n/a,n/a,39,1.87,1.00,6,193,1 month
cadeira cesca original,cadeira cesca original​,IC,48,0,480,,n/a,n/a,10,0.98,1.00,7,187,1 month
cadeira cliente escritorio,cadeira cliente escritorio​,IC,62,0,480,,n/a,n/a,17,1.14,1.00,6,200,1 month
cadeira com pe de madeira,cadeira com pe de madeira​,I,55,0,480,,n/a,n/a,18,0.41,1.00,8,227,1 month
cadeira com rodinha,cadeira com rodinha​,I,58,0,480,,n/a,n/a,24,0.62,1.00,8,238,1 month
cadeira comprar,cadeira comprar​,T,61,0,480,,n/a,n/a,23,1.50,1.00,7,201,1 month
cadeira computadores,cadeira computadores​,n/a,67,0,480,,n/a,n/a,n/a,0.67,1.00,n/a,n/a,Refresh
cadeira confortável para sala,cadeira confortável para sala​,IC,60,0,480,,n/a,n/a,25,0.47,1.00,8,206,1 month
cadeira confortável para trabalhar,cadeira confortável para trabalhar​,I,58,0,480,,n/a,n/a,16,1.09,1.00,8,183,1 month
cadeira de diretor cinema,cadeira de diretor cinema​,IC,49,0,480,,n/a,n/a,17,0.41,1.00,8,182,1 month
cadeira de escritorio pequena,cadeira de escritorio pequena​,I,59,0,480,,n/a,n/a,26,0.73,1.00,7,201,1 month
cadeira de escritório barata,cadeira de escritório barata​,I,60,0,480,,n/a,n/a,24,0.62,1.00,6,196,1 month
cadeira de escritório ergonomica,cadeira de escritório ergonomica​,IC,60,0,480,,n/a,n/a,24,1.45,1.00,6,195,1 month
cadeira de escritório gamer,cadeira de escritório gamer​,C,53,0,480,,n/a,n/a,36,0.67,1.00,9,195,1 month
cadeira de madeira com estofado,cadeira de madeira com estofado​,I,49,0,480,,n/a,n/a,10,0.62,1.00,7,199,1 month
cadeira de pc,cadeira de pc​,IC,60,0,480,,n/a,n/a,40,0.52,1.00,6,152,1 month
cadeira de rodinha escritorio,cadeira de rodinha escritorio​,IC,59,0,480,,n/a,n/a,17,0.93,1.00,7,194,1 month
cadeira de sala de estar,cadeira de sala de estar​,C,58,0,480,,n/a,n/a,21,0.41,1.00,9,205,1 month
cadeira de secretaria,cadeira de secretaria​,I,60,0,480,,n/a,n/a,20,1.35,1.00,7,197,1 month
cadeira de video game,cadeira de video game​,C,51,0,480,,n/a,n/a,26,0.31,1.00,7,190,1 month
cadeira de videogame,cadeira de videogame​,C,53,0,480,,n/a,n/a,25,0.31,1.00,4,125,1 month
cadeira de área externa,cadeira de área externa​,C,52,0,480,,n/a,n/a,22,0.41,1.00,7,188,1 month
cadeira decorativa sala,cadeira decorativa sala​,IC,53,0,480,,n/a,n/a,16,0.36,1.00,8,194,1 month
cadeira do diretor de cinema,cadeira do diretor de cinema​,IC,48,0,480,,n/a,n/a,17,0.41,1.00,8,193,1 month
cadeira egornomica,cadeira egornomica​,C,62,0,480,,n/a,n/a,37,0.00,0.00,8,189,1 month
cadeira eiffel branca,cadeira eiffel branca​,I,53,0,480,,n/a,n/a,16,0.47,1.00,9,204,1 month
cadeira ergomica,cadeira ergomica​,C,65,0,480,,n/a,n/a,16,1.24,1.00,6,184,1 month
cadeira ergonomica 150kg,cadeira ergonomica 150kg​,C,55,0,480,,n/a,n/a,24,0.83,1.00,6,209,1 month
cadeira ergonomica barata,cadeira ergonomica barata​,IC,58,0,480,,n/a,n/a,38,0.36,1.00,8,157,1 month
cadeira ergonomica com apoio de pé,cadeira ergonomica com apoio de pé​,I,53,0,480,,n/a,n/a,24,0.83,1.00,6,216,1 month
cadeira ergonômica home office,cadeira ergonômica home office​,C,57,0,480,,n/a,n/a,30,1.24,1.00,5,158,1 month
cadeira escritorio 150 kg,cadeira escritorio 150 kg​,C,51,0,480,,n/a,n/a,21,0.98,1.00,4,9,1 month
cadeira escritorio 150kg,cadeira escritorio 150kg​,C,53,0,480,,n/a,n/a,22,0.98,1.00,5,190,1 month
cadeira escritorio barata,cadeira escritorio barata​,IC,60,0,480,,n/a,n/a,29,0.73,1.00,7,190,1 month
cadeira escritorio giratoria,cadeira escritorio giratoria​,IC,58,0,480,,n/a,n/a,19,1.55,1.00,7,199,1 month
cadeira escritorio recepção,cadeira escritorio recepção​,I,51,0,480,,n/a,n/a,5,1.50,1.00,5,181,1 month
cadeira escritorio reclinavel,cadeira escritorio reclinavel​,IC,56,0,480,,n/a,n/a,24,1.14,1.00,5,210,1 month
cadeira escritório couro branco,cadeira escritório couro branco​,C,61,0,480,,n/a,n/a,18,0.00,0.00,5,172,1 month
cadeira espera,cadeira espera​,I,53,0,480,,n/a,n/a,25,0.93,1.00,7,215,1 month
cadeira estofada madeira,cadeira estofada madeira​,I,51,0,480,,n/a,n/a,7,0.78,1.00,6,194,1 month
cadeira executiva ergonômica,cadeira executiva ergonômica​,C,50,0,480,,n/a,n/a,23,1.40,1.00,8,196,1 month
cadeira fixa secretaria,cadeira fixa secretaria​,IC,46,0,480,,n/a,n/a,3,1.76,1.00,6,197,1 month
