Select all keywords,Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (BRL),Com.,SF,Results,Updated
estante e escrivaninha,estante e escrivaninha​,I,66,0,"1,000",,n/a,n/a,21,0.77,1.00,7,195,1 month
estação de trabalho 4 lugares,estação de trabalho 4 lugares​,I,54,0,"1,000",,n/a,n/a,6,2.73,1.00,8,169,1 month
jogo de 4 cadeiras,jogo de 4 cadeiras​,I,62,0,"1,000",,n/a,n/a,21,0.36,1.00,6,198,1 month
jogo de cadeira com mesa,jogo de cadeira com mesa​,I,56,0,"1,000",,n/a,n/a,11,0.41,1.00,6,194,1 month
jogo de cadeira e mesa,jogo de cadeira e mesa​,I,63,0,"1,000",,n/a,n/a,11,0.41,1.00,5,188,1 month
jogo de mesas e cadeiras,jogo de mesas e cadeiras​,I,60,0,"1,000",,n/a,n/a,14,0.41,1.00,6,184,1 month
loja moveis de escritório,loja moveis de escritório​,C,60,0,"1,000",,n/a,n/a,21,2.68,1.00,7,197,1 month
madeira madeira escrivaninha,madeira madeira escrivaninha​,I,59,0,"1,000",,n/a,n/a,23,0.52,1.00,8,192,1 month
melhor cadeira para gamers,melhor cadeira para gamers​,C,46,0,"1,000",,n/a,n/a,23,0.57,1.00,8,168,1 month
melhores cadeiras de escritorio,melhores cadeiras de escritorio​,C,51,0,"1,000",,n/a,n/a,21,1.65,1.00,9,180,1 month
melhores cadeiras gamer,melhores cadeiras gamer​,C,44,0,"1,000",,n/a,n/a,24,0.57,1.00,8,176,1 month
mercado livre escrivaninha,mercado livre escrivaninha​,TN,53,0,"1,000",,n/a,n/a,35,0.46,1.00,4,166,1 month
mesa 4 cadeiras com tampo de vidro,mesa 4 cadeiras com tampo de vidro​,I,66,0,"1,000",,n/a,n/a,27,0.46,1.00,8,190,1 month
mesa 6 cadeiras com tampo de vidro,mesa 6 cadeiras com tampo de vidro​,I,60,0,"1,000",,n/a,n/a,22,0.52,1.00,8,202,1 month
mesa 6 cadeiras vidro,mesa 6 cadeiras vidro​,IC,59,0,"1,000",,n/a,n/a,23,0.52,1.00,7,198,1 month
mesa 6 lugares tampo de vidro,mesa 6 lugares tampo de vidro​,I,62,0,"1,000",,n/a,n/a,19,0.62,1.00,8,188,1 month
mesa balcao,mesa balcao​,IC,57,0,"1,000",,n/a,n/a,26,0.57,1.00,7,209,1 month
mesa com 4 cadeiras quadrada,mesa com 4 cadeiras quadrada​,I,64,0,"1,000",,n/a,n/a,21,0.46,1.00,6,195,1 month
mesa com cadeiras embutidas,mesa com cadeiras embutidas​,I,69,0,"1,000",,n/a,n/a,23,0.41,1.00,7,186,1 month
mesa com duas cadeiras,mesa com duas cadeiras​,I,63,0,"1,000",,n/a,n/a,22,0.31,1.00,6,194,1 month
mesa com prateleira,mesa com prateleira​,I,64,0,"1,000",,n/a,n/a,14,0.46,1.00,8,199,1 month
mesa computador em l,mesa computador em l​,C,69,0,"1,000",,n/a,n/a,23,0.52,1.00,7,209,1 month
mesa de 4 cadeira,mesa de 4 cadeira​,IC,68,0,"1,000",,n/a,n/a,28,0.41,1.00,6,189,1 month
mesa de area externa,mesa de area externa​,I,63,0,"1,000",,n/a,n/a,18,0.67,1.00,6,190,1 month
mesa de cabeceira suspenso,mesa de cabeceira suspenso​,IC,62,0,"1,000",,n/a,n/a,27,0.62,1.00,8,191,1 month
mesa de canto escritorio,mesa de canto escritorio​,IC,69,0,"1,000",,n/a,n/a,26,0.72,1.00,7,13.7M,1 month
mesa de computador pequena,mesa de computador pequena​,IC,62,0,"1,000",,n/a,n/a,25,0.26,1.00,7,206,1 month
mesa de computador pequeno,mesa de computador pequeno​,I,58,0,"1,000",,n/a,n/a,21,0.26,1.00,7,194,1 month
mesa de escritorio branca,mesa de escritorio branca​,C,70,0,"1,000",,n/a,n/a,17,1.03,1.00,5,179,1 month
mesa de estudo quarto,mesa de estudo quarto​,C,58,0,"1,000",,n/a,n/a,25,0.31,1.00,8,187,1 month
mesa de jantar 4 cadeiras com tampo de vidro,mesa de jantar 4 cadeiras com tampo de vidro​,I,57,0,"1,000",,n/a,n/a,22,0.52,1.00,6,215,1 month
mesa de jantar 6 cadeiras com tampo de vidro,mesa de jantar 6 cadeiras com tampo de vidro​,I,58,0,"1,000",,n/a,n/a,20,0.62,1.00,6,208,1 month
mesa de jantar 6 cadeiras em promoção,mesa de jantar 6 cadeiras em promoção​,IC,58,0,"1,000",,n/a,n/a,22,0.46,1.00,5,199,1 month
mesa de jantar 6 cadeiras promoção,mesa de jantar 6 cadeiras promoção​,C,57,0,"1,000",,n/a,n/a,15,0.46,1.00,5,195,1 month
mesa de jantar 6 lugares luxo,mesa de jantar 6 lugares luxo​,I,56,0,"1,000",,n/a,n/a,20,0.88,1.00,7,8,1 month
mesa de jantar com 4 cadeiras pequena,mesa de jantar com 4 cadeiras pequena​,I,60,0,"1,000",,n/a,n/a,11,0.36,1.00,8,194,1 month
mesa de jantar com tampa de vidro,mesa de jantar com tampa de vidro​,I,59,0,"1,000",,n/a,n/a,18,0.57,1.00,8,197,1 month
mesa de jantar com tampo de vidro,mesa de jantar com tampo de vidro​,I,60,0,"1,000",,n/a,n/a,23,0.57,1.00,6,194,1 month
mesa de jantar com tampo de vidro e 4 cadeiras,mesa de jantar com tampo de vidro e 4 cadeiras​,I,61,0,"1,000",,n/a,n/a,21,0.52,1.00,6,232,1 month
mesa de jantar de vidro,mesa de jantar de vidro​,I,59,0,"1,000",,n/a,n/a,21,0.52,1.00,8,194,1 month
mesa de jantar para 6 lugares,mesa de jantar para 6 lugares​,I,59,0,"1,000",,n/a,n/a,12,0.57,1.00,9,186,1 month
mesa de jantar tampo de vidro,mesa de jantar tampo de vidro​,I,59,0,"1,000",,n/a,n/a,22,0.57,1.00,6,189,1 month
mesa de pc gamer,mesa de pc gamer​,IC,62,0,"1,000",,n/a,n/a,31,0.31,1.00,6,193,1 month
mesa de reuniao escritorio,mesa de reuniao escritorio​,I,70,0,"1,000",,n/a,n/a,7,1.44,1.00,8,178,1 month
mesa dobravel notebook,mesa dobravel notebook​,I,55,0,"1,000",,n/a,n/a,24,0.31,1.00,8,235,1 month
mesa e cadeira 4 lugares,mesa e cadeira 4 lugares​,IC,69,0,"1,000",,n/a,n/a,21,0.52,1.00,7,195,1 month
mesa e cadeira de madeira,mesa e cadeira de madeira​,I,62,0,"1,000",,n/a,n/a,16,0.57,1.00,6,188,1 month
mesa e cadeira escritorio,mesa e cadeira escritorio​,C,78,0,"1,000",,n/a,n/a,24,0.88,1.00,7,173,1 month
mesa em l com gavetas,mesa em l com gavetas​,I,68,0,"1,000",,n/a,n/a,18,0.67,1.00,6,219,1 month
mesa em l escritório,mesa em l escritório​,I,70,0,"1,000",,n/a,n/a,21,0.88,1.00,6,193,1 month
mesa em l industrial,mesa em l industrial​,IC,64,0,"1,000",,n/a,n/a,23,0.72,1.00,6,203,1 month
mesa em l para quarto,mesa em l para quarto​,C,68,0,"1,000",,n/a,n/a,25,0.36,1.00,6,209,1 month
mesa em vidro,mesa em vidro​,IC,65,0,"1,000",,n/a,n/a,20,0.67,1.00,7,209,1 month
mesa escritorio madeira,mesa escritorio madeira​,I,69,0,"1,000",,n/a,n/a,25,1.03,1.00,5,196,1 month
mesa escritorio mdf,mesa escritorio mdf​,IC,71,0,"1,000",,n/a,n/a,19,0.82,1.00,6,192,1 month
mesa industrial em l,mesa industrial em l​,IT,66,0,"1,000",,n/a,n/a,21,0.67,1.00,7,221,1 month
mesa jantar de vidro,mesa jantar de vidro​,C,62,0,"1,000",,n/a,n/a,19,0.62,1.00,8,196,1 month
mesa l escritorio,mesa l escritorio​,IC,72,0,"1,000",,n/a,n/a,19,0.82,1.00,5,194,1 month
mesa mdf escritório,mesa mdf escritório​,I,69,0,"1,000",,n/a,n/a,16,0.82,1.00,7,195,1 month
mesa notebook dobravel,mesa notebook dobravel​,I,58,0,"1,000",,n/a,n/a,28,0.31,1.00,9,224,1 month
mesa para computador em l,mesa para computador em l​,I,72,0,"1,000",,n/a,n/a,25,0.52,1.00,7,223,1 month
mesa para escritório reunião,mesa para escritório reunião​,C,71,0,"1,000",,n/a,n/a,8,1.49,1.00,10,172,1 month
mesa para estudar,mesa para estudar​,IC,72,0,"1,000",,n/a,n/a,28,0.31,1.00,7,212,1 month
mesa para jantar 4 lugares,mesa para jantar 4 lugares​,I,62,0,"1,000",,n/a,n/a,11,0.62,1.00,7,191,1 month
mesa para jantar 6 cadeiras,mesa para jantar 6 cadeiras​,C,60,0,"1,000",,n/a,n/a,7,0.62,1.00,5,197,1 month
mesa para jardim externo,mesa para jardim externo​,I,61,0,"1,000",,n/a,n/a,21,0.52,1.00,8,189,1 month
mesa para notebook dobravel,mesa para notebook dobravel​,I,65,0,"1,000",,n/a,n/a,24,0.31,1.00,9,239,1 month
mesa para notebook portátil,mesa para notebook portátil​,I,60,0,"1,000",,n/a,n/a,27,0.26,1.00,8,233,1 month
mesa para o quarto,mesa para o quarto​,C,73,0,"1,000",,n/a,n/a,22,0.31,1.00,7,215,1 month
mesa para penteadeira,mesa para penteadeira​,IC,61,0,"1,000",,n/a,n/a,26,0.41,1.00,9,5.5M,1 month
mesa para sala de jantar 4 cadeiras,mesa para sala de jantar 4 cadeiras​,I,65,0,"1,000",,n/a,n/a,11,0.57,1.00,7,188,1 month
mesa pequena escritorio,mesa pequena escritorio​,I,82,0,"1,000",,n/a,n/a,22,0.57,1.00,6,190,1 month
mesa portátil notebook,mesa portátil notebook​,I,57,0,"1,000",,n/a,n/a,23,0.31,1.00,5,209,1 month
mesa preta redonda,mesa preta redonda​,I,59,0,"1,000",,n/a,n/a,17,0.82,1.00,5,192,1 month
mesa reuniao escritorio,mesa reuniao escritorio​,I,66,0,"1,000",,n/a,n/a,6,1.49,1.00,6,175,1 month
mesa sala de jantar 4 cadeiras,mesa sala de jantar 4 cadeiras​,I,66,0,"1,000",,n/a,n/a,14,0.57,1.00,6,197,1 month
mesa sala de jantar 6 lugares,mesa sala de jantar 6 lugares​,I,58,0,"1,000",,n/a,n/a,7,0.62,1.00,7,194,1 month
mesa simples,mesa simples​,I,61,0,"1,000",,n/a,n/a,31,0.31,1.00,7,168,1 month
mesa tampo de vidro 6 lugares,mesa tampo de vidro 6 lugares​,I,61,0,"1,000",,n/a,n/a,22,0.62,1.00,7,211,1 month
mesa tampo de vidro com 4 cadeiras,mesa tampo de vidro com 4 cadeiras​,I,61,0,"1,000",,n/a,n/a,21,0.52,1.00,8,218,1 month
mesas 2 cadeiras,mesas 2 cadeiras​,I,63,0,"1,000",,n/a,n/a,18,0.46,1.00,5,215,1 month
mesas balcão,mesas balcão​,IC,64,0,"1,000",,n/a,n/a,23,0.57,1.00,7,216,1 month
mesas com 4 cadeiras,mesas com 4 cadeiras​,I,68,0,"1,000",,n/a,n/a,22,0.36,1.00,7,187,1 month
mesas com 6 cadeiras com tampo de vidro,mesas com 6 cadeiras com tampo de vidro​,I,62,0,"1,000",,n/a,n/a,21,0.52,1.00,6,196,1 month
mesas de escritório,mesas de escritório​,C,84,0,"1,000",,n/a,n/a,20,0.82,1.00,7,188,1 month
mesas de jantar 4 cadeiras pequena,mesas de jantar 4 cadeiras pequena​,C,61,0,"1,000",,n/a,n/a,30,0.36,1.00,7,195,1 month
mesas de jantar 4 lugares,mesas de jantar 4 lugares​,IC,60,0,"1,000",,n/a,n/a,11,0.57,1.00,7,197,1 month
mesas de jantar com 4 cadeiras,mesas de jantar com 4 cadeiras​,I,66,0,"1,000",,n/a,n/a,14,0.46,1.00,7,6.4M,1 month
mesas de jantar modernas,mesas de jantar modernas​,IC,51,0,"1,000",,n/a,n/a,27,0.62,1.00,8,180,1 month
mesas para computadores,mesas para computadores​,I,63,0,"1,000",,n/a,n/a,31,0.41,1.00,5,192,1 month
mesas para pc,mesas para pc​,I,63,0,"1,000",,n/a,n/a,30,0.31,1.00,6,195,1 month
mesas pequenas,mesas pequenas​,C,62,0,"1,000",,n/a,n/a,26,0.31,1.00,7,228,1 month
mesinha cama notebook,mesinha cama notebook​,C,59,0,"1,000",,n/a,n/a,28,0.31,1.00,8,237,1 month
mesinha com 2 cadeiras,mesinha com 2 cadeiras​,I,59,0,"1,000",,n/a,n/a,22,0.41,1.00,6,223,1 month
mesinha computador pequena,mesinha computador pequena​,IC,63,0,"1,000",,n/a,n/a,23,0.26,1.00,5,199,1 month
mesinha em l para quarto,mesinha em l para quarto​,C,64,0,"1,000",,n/a,n/a,23,0.36,1.00,7,168,1 month
mesinha para computador em l,mesinha para computador em l​,C,67,0,"1,000",,n/a,n/a,23,0.52,1.00,5,224,1 month
mesinha para notebook cama,mesinha para notebook cama​,I,59,0,"1,000",,n/a,n/a,30,0.31,1.00,7,236,1 month
mesinha para notebook e impressora,mesinha para notebook e impressora​,IC,60,0,"1,000",,n/a,n/a,23,0.36,1.00,7,233,1 month
modelos de mesas,modelos de mesas​,IC,56,0,"1,000",,n/a,n/a,23,0.67,0.99,9,180,1 month
movel escritorio,movel escritorio​,C,64,0,"1,000",,n/a,n/a,20,2.16,1.00,7,195,1 month
prateleira para escritorio,prateleira para escritorio​,I,58,0,"1,000",,n/a,n/a,18,0.77,1.00,7,198,1 month
prateleiras com mesa,prateleiras com mesa​,I,67,0,"1,000",,n/a,n/a,19,0.46,1.00,8,198,1 month
promoção cadeira,promoção cadeira​,C,62,0,"1,000",,n/a,n/a,17,0.52,1.00,5,186,1 month
shopping do escritório,shopping do escritório​,N,51,0,"1,000",,n/a,n/a,16,1.13,0.68,6,168,1 month
suspença,suspença​,I,42,0,"1,000",,n/a,n/a,23,0.00,0.33,6,173,1 month
tampa de vidro de mesa,tampa de vidro de mesa​,I,56,0,"1,000",,n/a,n/a,14,0.67,1.00,9,193,1 month
vidro mesa,vidro mesa​,I,55,0,"1,000",,n/a,n/a,16,0.57,0.96,8,188,1 month
vidro para mesa,vidro para mesa​,I,58,0,"1,000",,n/a,n/a,15,0.57,0.96,10,193,1 month
armario de escrito,armario de escrito​,I,60,0,880,,n/a,n/a,25,1.13,1.00,6,184,1 month
armario de escritório,armario de escritório​,I,71,0,880,,n/a,n/a,18,0.93,1.00,6,179,1 month
armarios para escritorio,armarios para escritorio​,IC,69,0,880,,n/a,n/a,19,1.03,1.00,8,176,1 month
bancada de estudo,bancada de estudo​,C,67,0,880,,n/a,n/a,29,0.41,1.00,9,195,1 month
bancada escritorio,bancada escritorio​,I,65,0,880,,n/a,n/a,24,1.19,1.00,5,121,1 month
cadeira bege,cadeira bege​,I,59,0,880,,n/a,n/a,20,0.77,1.00,8,186,1 month
cadeira de compu,cadeira de compu​,C,68,0,880,,n/a,n/a,26,0.00,0.00,7,196,1 month
cadeira de escritorio bege,cadeira de escritorio bege​,IT,61,0,880,,n/a,n/a,15,1.13,1.00,7,210,1 month
cadeira de escritorio couro,cadeira de escritorio couro​,I,65,0,880,,n/a,n/a,17,1.19,1.00,6,193,1 month
cadeira de escritorio sem rodinha,cadeira de escritorio sem rodinha​,C,64,0,880,,n/a,n/a,15,0.88,1.00,5,197,1 month
cadeira de escritório branca,cadeira de escritório branca​,IC,68,0,880,,n/a,n/a,20,0.82,1.00,7,190,1 month
cadeira de escritório usada,cadeira de escritório usada​,C,62,0,880,,n/a,n/a,26,0.36,1.00,7,165,1 month
cadeira e mesa de madeira,cadeira e mesa de madeira​,I,56,0,880,,n/a,n/a,18,0.93,1.00,8,195,1 month
cadeira ergonimica,cadeira ergonimica​,C,63,0,880,,n/a,n/a,23,0.98,1.00,7,194,1 month
cadeira ergonomia,cadeira ergonomia​,I,54,0,880,,n/a,n/a,31,0.98,1.00,8,185,1 month
cadeira escritorio cinza,cadeira escritorio cinza​,I,66,0,880,,n/a,n/a,12,1.49,1.00,5,194,1 month
cadeira escritorio madeira,cadeira escritorio madeira​,C,69,0,880,,n/a,n/a,17,1.44,1.00,5,186,1 month
cadeira escritorio sem rodinha,cadeira escritorio sem rodinha​,IC,66,0,880,,n/a,n/a,17,0.88,1.00,5,198,1 month
cadeira escritório ergonomica,cadeira escritório ergonomica​,I,64,0,880,,n/a,n/a,29,1.55,1.00,7,198,1 month
cadeira escritório rosa,cadeira escritório rosa​,IC,66,0,880,,n/a,n/a,21,0.82,1.00,9,204,1 month
cadeira estudos confortavel,cadeira estudos confortavel​,IC,57,0,880,,n/a,n/a,23,0.41,1.00,11,213,1 month
cadeira fixa de escritorio,cadeira fixa de escritorio​,C,62,0,880,,n/a,n/a,6,1.39,1.00,7,193,1 month
cadeira gamer feminina,cadeira gamer feminina​,I,56,0,880,,n/a,n/a,26,0.41,1.00,7,186,1 month
cadeira gamer usada,cadeira gamer usada​,IT,56,0,880,,n/a,n/a,27,0.10,1.00,6,164,1 month
cadeira marrom,cadeira marrom​,I,61,0,880,,n/a,n/a,21,0.98,1.00,8,205,1 month
cadeira para diretor,cadeira para diretor​,I,55,0,880,,n/a,n/a,5,1.49,1.00,5,200,1 month
cadeira para esc,cadeira para esc​,C,61,0,880,,n/a,n/a,19,1.34,1.00,5,193,1 month
cadeira para escritorio bege,cadeira para escritorio bege​,I,61,0,880,,n/a,n/a,16,1.34,1.00,6,212,1 month
cadeira para escritorio marrom,cadeira para escritorio marrom​,C,64,0,880,,n/a,n/a,21,1.24,1.00,7,209,1 month
cadeira para escritório confortável,cadeira para escritório confortável​,C,68,0,880,,n/a,n/a,25,0.88,1.00,7,193,1 month
cadeira para escritório ergonômica,cadeira para escritório ergonômica​,I,70,0,880,,n/a,n/a,18,1.55,1.00,6,183,1 month
cadeiras de escritorio em promocao,cadeiras de escritorio em promocao​,C,67,0,880,,n/a,n/a,25,0.93,1.00,5,35.2M,1 month
cadeiras de escritório baratas,cadeiras de escritório baratas​,C,67,0,880,,n/a,n/a,21,0.98,1.00,7,205,1 month
cadeiras ergonomicas de escritorio,cadeiras ergonomicas de escritorio​,C,60,0,880,,n/a,n/a,14,1.44,1.00,6,190,1 month
cadeiras gamers,cadeiras gamers​,C,52,0,880,,n/a,n/a,36,0.93,1.00,7,168,1 month
cadeiras para escritorio confortavel,cadeiras para escritorio confortavel​,I,64,0,880,,n/a,n/a,26,0.88,1.00,8,194,1 month
cama alta com escrivaninha,cama alta com escrivaninha​,I,65,0,880,,n/a,n/a,21,0.57,1.00,8,223,1 month
conjunto de jantar 4 cadeiras,conjunto de jantar 4 cadeiras​,I,61,0,880,,n/a,n/a,9,0.67,1.00,6,190,1 month
conjunto de mesa de jantar,conjunto de mesa de jantar​,C,62,0,880,,n/a,n/a,19,0.52,1.00,6,137,1 month
conjunto escritorio,conjunto escritorio​,C,69,0,880,,n/a,n/a,12,1.08,1.00,7,183,1 month
conjunto sala de jantar 6 cadeiras,conjunto sala de jantar 6 cadeiras​,I,53,0,880,,n/a,n/a,15,0.72,1.00,7,194,1 month
escrivaninha com cadeira,escrivaninha com cadeira​,I,62,0,880,,n/a,n/a,23,0.36,1.00,6,221,1 month
escrivaninha escritório,escrivaninha escritório​,IC,74,0,880,,n/a,n/a,26,0.77,1.00,5,195,1 month
escrivaninha home office,escrivaninha home office​,I,67,0,880,,n/a,n/a,19,0.82,1.00,6,194,1 month
escrivaninhas em mdf,escrivaninhas em mdf​,C,61,0,880,,n/a,n/a,21,0.46,1.00,6,196,1 month
estacao de trabalho,estacao de trabalho​,I,53,0,880,,n/a,n/a,16,2.32,1.00,8,197,1 month
jogo 4 cadeiras,jogo 4 cadeiras​,IC,60,0,880,,n/a,n/a,16,0.57,1.00,6,187,1 month
jogo de mesa de jantar,jogo de mesa de jantar​,I,60,0,880,,n/a,n/a,16,0.46,1.00,6,194,1 month
melhor cadeira de escritorio,melhor cadeira de escritorio​,C,49,0,880,,n/a,n/a,22,1.19,1.00,8,133,1 month
melhor cadeira ergonomica,melhor cadeira ergonomica​,C,45,0,880,,n/a,n/a,22,1.13,1.00,10,168,1 month
melhor cadeira ergonômica,melhor cadeira ergonômica​,C,43,0,880,,n/a,n/a,23,1.13,1.00,8,165,1 month
mesa 4 cadeiras barata,mesa 4 cadeiras barata​,I,66,0,880,,n/a,n/a,27,0.31,1.00,7,215,1 month
mesa 4 cadeiras baratinha,mesa 4 cadeiras baratinha​,C,58,0,880,,n/a,n/a,27,0.31,1.00,5,190,1 month
mesa 4 cadeiras promoção,mesa 4 cadeiras promoção​,IC,64,0,880,,n/a,n/a,20,0.41,1.00,7,195,1 month
mesa 4 cadeiras sala de jantar,mesa 4 cadeiras sala de jantar​,IC,67,0,880,,n/a,n/a,14,0.57,1.00,7,186,1 month
mesa 6 cadeiras de vidro,mesa 6 cadeiras de vidro​,I,57,0,880,,n/a,n/a,19,0.41,1.00,8,222,1 month
mesa com 4 cadeiras em madeira,mesa com 4 cadeiras em madeira​,I,59,0,880,,n/a,n/a,6,0.52,1.00,7,191,1 month
mesa com 4 cadeiras sala de jantar,mesa com 4 cadeiras sala de jantar​,I,67,0,880,,n/a,n/a,17,0.57,1.00,9,192,1 month
mesa com 6 cadeira,mesa com 6 cadeira​,I,61,0,880,,n/a,n/a,15,0.52,1.00,7,217,1 month
mesa com tampo de vidro 6 lugares,mesa com tampo de vidro 6 lugares​,I,64,0,880,,n/a,n/a,20,0.62,1.00,7,218,1 month
mesa com tampo de vidro e 4 cadeiras,mesa com tampo de vidro e 4 cadeiras​,I,63,0,880,,n/a,n/a,21,0.52,1.00,8,197,1 month
mesa computador e impressora,mesa computador e impressora​,IC,57,0,880,,n/a,n/a,22,0.36,1.00,5,228,1 month
mesa computador impressora,mesa computador impressora​,IC,60,0,880,,n/a,n/a,23,0.36,1.00,5,226,1 month
mesa de computador em l,mesa de computador em l​,I,72,0,880,,n/a,n/a,21,0.46,1.00,7,215,1 month
mesa de escritorio preta,mesa de escritorio preta​,I,69,0,880,,n/a,n/a,15,0.93,1.00,6,193,1 month
mesa de escritorio reuniao,mesa de escritorio reuniao​,IC,63,0,880,,n/a,n/a,7,1.44,1.00,8,177,1 month
mesa de jantar com vidro,mesa de jantar com vidro​,I,56,0,880,,n/a,n/a,18,0.62,1.00,7,191,1 month
mesa de jantar pequena com 4 cadeiras,mesa de jantar pequena com 4 cadeiras​,I,60,0,880,,n/a,n/a,27,0.36,1.00,7,189,1 month
mesa de madeira e cadeiras,mesa de madeira e cadeiras​,IC,62,0,880,,n/a,n/a,7,0.93,1.00,9,190,1 month
mesa de reuniao para escritorio,mesa de reuniao para escritorio​,IC,65,0,880,,n/a,n/a,7,1.44,1.00,8,183,1 month
mesa de vidro com madeira,mesa de vidro com madeira​,I,57,0,880,,n/a,n/a,33,0.57,1.00,7,185,1 month
mesa de vidro de 6 cadeiras,mesa de vidro de 6 cadeiras​,IC,58,0,880,,n/a,n/a,17,0.41,1.00,8,219,1 month
mesa de vidro de jantar,mesa de vidro de jantar​,IC,61,0,880,,n/a,n/a,15,0.52,1.00,8,192,1 month
mesa e cadeira para escritorio,mesa e cadeira para escritorio​,C,79,0,880,,n/a,n/a,20,0.88,1.00,8,179,1 month
mesa escritorio com gaveta,mesa escritorio com gaveta​,I,73,0,880,,n/a,n/a,20,1.03,1.00,8,198,1 month
mesa escritorio reuniao,mesa escritorio reuniao​,I,65,0,880,,n/a,n/a,7,1.49,1.00,8,182,1 month
mesa escrivaninha com gavetas,mesa escrivaninha com gavetas​,I,70,0,880,,n/a,n/a,19,0.52,1.00,7,193,1 month
mesa escrivaninha industrial,mesa escrivaninha industrial​,IC,68,0,880,,n/a,n/a,13,0.57,1.00,9,196,1 month
mesa gamer preta,mesa gamer preta​,I,55,0,880,,n/a,n/a,21,0.46,1.00,7,194,1 month
mesa industrial escritório,mesa industrial escritório​,IC,73,0,880,,n/a,n/a,10,0.72,1.00,7,187,1 month
mesa notebook e impressora,mesa notebook e impressora​,I,55,0,880,,n/a,n/a,23,0.36,1.00,6,245,1 month
mesa office,mesa office​,IC,60,0,880,,n/a,n/a,20,1.08,1.00,8,199,1 month
mesa para apartamento,mesa para apartamento​,I,62,0,880,,n/a,n/a,24,0.52,1.00,9,180,1 month
mesa para comput,mesa para comput​,IC,65,0,880,,n/a,n/a,30,0.57,1.00,7,192,1 month
mesa para computador e impressora,mesa para computador e impressora​,C,65,0,880,,n/a,n/a,23,0.36,1.00,6,224,1 month
mesa para computador gamer,mesa para computador gamer​,I,65,0,880,,n/a,n/a,29,0.41,1.00,6,191,1 month
mesa para jantar pequena,mesa para jantar pequena​,C,59,0,880,,n/a,n/a,27,0.57,1.00,7,199,1 month
mesa para varanda apartamento,mesa para varanda apartamento​,IT,58,0,880,,n/a,n/a,23,0.57,1.00,8,9.3M,1 month
mesa pc gaming,mesa pc gaming​,C,55,0,880,,n/a,n/a,33,0.36,1.00,8,198,1 month
mesa pequena para escritório,mesa pequena para escritório​,IC,77,0,880,,n/a,n/a,19,0.57,1.00,5,196,1 month
mesa portátil para notebook,mesa portátil para notebook​,I,62,0,880,,n/a,n/a,25,0.26,1.00,5,6,1 month
mesa redonda area externa,mesa redonda area externa​,C,59,0,880,,n/a,n/a,25,0.82,1.00,9,191,1 month
mesa regulavel,mesa regulavel​,I,57,0,880,,n/a,n/a,19,1.34,1.00,6,186,1 month
mesas com gaveta,mesas com gaveta​,I,66,0,880,,n/a,n/a,21,0.62,1.00,5,197,1 month
mesas com regulagem de altura,mesas com regulagem de altura​,I,53,0,880,,n/a,n/a,8,1.29,1.00,7,189,1 month
mesas de 6 lugares,mesas de 6 lugares​,I,57,0,880,,n/a,n/a,19,0.57,1.00,7,194,1 month
mesas de jantar nas casas bahia,mesas de jantar nas casas bahia​,I,53,0,880,,n/a,n/a,29,0.26,1.00,4,161,1 month
mesas de madeiras com cadeiras,mesas de madeiras com cadeiras​,I,58,0,880,,n/a,n/a,12,0.57,1.00,7,195,1 month
mesas de reunião para escritório,mesas de reunião para escritório​,IT,64,0,880,,n/a,n/a,5,1.44,1.00,7,176,1 month
mesas de vidro com madeira,mesas de vidro com madeira​,I,55,0,880,,n/a,n/a,20,0.57,1.00,7,205,1 month
mesas e cadeiras de madeira,mesas e cadeiras de madeira​,I,57,0,880,,n/a,n/a,29,0.93,1.00,6,188,1 month
mesas em l,mesas em l​,C,68,0,880,,n/a,n/a,5,0.62,1.00,6,195,1 month
mesas gamers,mesas gamers​,I,55,0,880,,n/a,n/a,29,0.41,1.00,8,192,1 month
mesas para escritorio,mesas para escritorio​,IC,83,0,880,,n/a,n/a,20,0.93,1.00,7,189,1 month
mesas tampo de vidro 6 cadeiras,mesas tampo de vidro 6 cadeiras​,IC,61,0,880,,n/a,n/a,21,0.52,1.00,8,194,1 month
mesinha computador em l,mesinha computador em l​,C,70,0,880,,n/a,n/a,22,0.52,1.00,7,221,1 month
mesinha de canto quarto,mesinha de canto quarto​,IC,58,0,880,,n/a,n/a,25,0.41,1.00,8,214,1 month
mesinha de escritório,mesinha de escritório​,I,81,0,880,,n/a,n/a,21,0.82,1.00,7,196,1 month
mesinha portatil para notebook,mesinha portatil para notebook​,IC,57,0,880,,n/a,n/a,27,0.26,1.00,9,239,1 month
móveis escritório,móveis escritório​,I,67,0,880,,n/a,n/a,24,2.16,1.00,7,202,1 month
penteadeira escrivaninha com espelho,penteadeira escrivaninha com espelho​,I,59,0,880,,n/a,n/a,22,0.31,1.00,7,203,1 month
prateleira escritório,prateleira escritório​,C,62,0,880,,n/a,n/a,24,0.77,1.00,6,207,1 month
salas de jantar,salas de jantar​,I,46,0,880,,n/a,n/a,24,0.98,1.00,10,184,1 month
tampa de mesa de vidro,tampa de mesa de vidro​,I,56,0,880,,n/a,n/a,14,0.67,1.00,8,194,1 month
tampo de mesa de vidro,tampo de mesa de vidro​,I,56,0,880,,n/a,n/a,14,0.67,1.00,8,189,1 month
